index,tails,LargestTailStreak,LargestHeadStreak
163743,4,4,2
163744,1,1,2
163745,5,5,2
163746,0,0,3
163747,1,1,3
163748,1,1,2
163749,1,1,3
163750,3,3,2
163751,5,3,1
163752,6,3,2
163753,9,5,1
163754,2,1,2
163755,0,0,3
163756,2,1,2
163757,1,1,2
163758,4,2,1
163759,1,1,2
163760,2,1,1
163761,4,2,1
163762,2,2,3
163763,1,1,2
163764,0,0,3
163765,1,1,3
163766,3,2,2
163767,0,0,3
163768,1,1,2
163769,2,1,2
163770,0,0,3
163771,0,0,3
163772,3,1,1
163773,1,1,2
163774,0,0,3
163775,3,1,1
163776,0,0,3
163777,3,2,2
163778,0,0,3
163779,2,1,2
163780,2,1,1
163781,6,3,1
163782,8,5,1
163783,2,2,3
163784,1,1,2
163785,2,1,2
163786,1,1,2
163787,2,2,3
163788,1,1,3
163789,0,0,3
163790,1,1,2
163791,2,1,2
163792,4,2,1
163793,0,0,3
163794,4,4,3
163795,2,1,2
163796,1,1,3
163797,3,2,2
163798,4,3,2
163799,1,1,3
163800,0,0,3
163801,4,3,2
163802,5,3,1
163803,4,4,2
163804,5,3,1
163805,5,3,1
163806,0,0,3
163807,5,4,2
163808,4,4,2
163809,5,3,1
163810,2,1,2
163811,0,0,3
163812,8,4,2
163813,5,3,1
163814,1,1,3
163815,3,2,1
163816,2,2,3
163817,1,1,3
163818,3,3,2
163819,2,1,2
163820,0,0,3
163821,0,0,3
163822,5,3,1
163823,2,2,2
163824,0,0,3
163825,3,3,3
163826,6,3,1
163827,5,3,1
163828,0,0,3
163829,4,3,1
163830,1,1,2
163831,2,2,2
163832,2,2,2
163833,1,1,2
163834,5,3,2
163835,1,1,2
163836,6,2,1
163837,5,4,2
163838,3,2,2
163839,1,1,3
163840,2,1,2
163841,1,1,2
163842,2,1,1
163843,5,5,2
163844,0,0,3
163845,2,1,1
163846,2,2,2
163847,2,2,2
163848,10,6,1
163849,5,5,2
163850,6,3,2
163851,3,3,2
163852,9,6,1
163853,2,2,2
163854,3,2,2
163855,1,1,2
163856,2,1,2
163857,4,4,2
163858,0,0,3
163859,4,3,1
163860,4,3,1
163861,5,2,1
163862,1,1,2
163863,2,2,2
163864,2,2,2
163865,1,1,3
163866,8,5,2
163867,1,1,2
163868,2,2,2
163869,0,0,3
163870,4,3,1
163871,1,1,2
163872,2,1,2
163873,0,0,3
163874,1,1,2
163875,1,1,2
163876,0,0,3
163877,3,3,3
163878,1,1,2
163879,1,1,2
163880,9,4,1
163881,5,4,1
163882,0,0,3
163883,1,1,3
163884,1,1,2
163885,2,2,3
163886,2,2,3
163887,0,0,3
163888,0,0,3
163889,4,3,2
163890,0,0,3
163891,0,0,3
163892,3,2,2
163893,5,3,1
163894,0,0,3
163895,3,3,3
163896,2,2,3
163897,2,2,2
163898,2,2,3
163899,4,2,2
163900,8,6,2
163901,4,3,1
163902,5,3,2
163903,2,1,2
163904,5,3,2
163905,0,0,3
163906,3,2,2
163907,2,1,2
163908,1,1,2
163909,5,3,1
163910,3,2,1
163911,2,1,2
163912,0,0,3
163913,1,1,3
163914,1,1,2
163915,5,5,2
163916,1,1,2
163917,3,2,2
163918,2,2,2
163919,2,1,2
163920,1,1,2
163921,2,1,1
163922,2,2,2
163923,1,1,2
163924,2,1,2
163925,0,0,3
163926,2,1,2
163927,4,2,1
163928,2,1,2
163929,3,2,2
163930,3,2,2
163931,1,1,2
163932,1,1,2
163933,2,1,2
163934,4,3,2
163935,9,5,1
163936,2,1,1
163937,0,0,3
163938,3,2,2
163939,2,2,3
163940,3,2,1
163941,8,3,1
163942,2,2,3
163943,4,3,1
163944,4,3,1
163945,2,1,1
163946,9,7,1
163947,3,2,2
163948,1,1,2
163949,1,1,3
163950,2,2,2
163951,4,2,2
163952,2,2,2
163953,0,0,3
163954,0,0,3
163955,0,0,3
163956,2,2,2
163957,2,2,2
163958,4,2,1
163959,7,4,1
163960,1,1,2
163961,1,1,3
163962,5,3,2
163963,7,3,1
163964,7,6,1
163965,2,2,2
163966,7,4,1
163967,1,1,2
163968,3,2,1
163969,10,6,1
163970,1,1,3
163971,1,1,2
163972,2,2,3
163973,3,3,2
163974,2,2,2
163975,0,0,3
163976,0,0,3
163977,3,3,2
163978,6,3,1
163979,4,4,3
163980,2,2,2
163981,0,0,3
163982,2,1,2
163983,4,3,2
163984,2,1,2
163985,5,3,2
163986,3,1,1
163987,1,1,2
163988,0,0,3
163989,0,0,3
163990,0,0,3
163991,2,1,2
163992,1,1,2
163993,3,1,1
163994,13,7,1
163995,9,5,1
163996,7,5,2
163997,5,3,1
163998,2,2,2
163999,7,6,2
164000,7,3,1
164001,8,4,1
164002,4,2,1
164003,2,1,2
164004,6,3,1
164005,5,3,2
164006,4,2,1
164007,0,0,3
164008,2,2,2
164009,3,2,1
164010,2,1,2
164011,2,2,2
164012,5,5,2
164013,0,0,3
164014,4,3,2
164015,4,2,1
164016,4,2,1
164017,1,1,2
164018,0,0,3
164019,3,3,3
164020,2,2,2
164021,8,8,3
164022,1,1,3
164023,3,3,2
164024,0,0,3
164025,2,2,2
164026,2,1,2
164027,2,2,2
164028,1,1,2
164029,1,1,2
164030,5,3,2
164031,0,0,3
164032,3,2,2
164033,1,1,3
164034,0,0,3
164035,0,0,3
164036,0,0,3
164037,8,5,1
164038,2,2,2
164039,6,3,1
164040,1,1,2
164041,1,1,2
164042,1,1,3
164043,13,9,1
164044,5,4,2
164045,0,0,3
164046,1,1,2
164047,2,1,2
164048,1,1,3
164049,1,1,2
164050,2,2,2
164051,2,2,2
164052,2,1,2
164053,5,3,1
164054,10,4,1
164055,0,0,3
164056,1,1,2
164057,9,4,1
164058,0,0,3
164059,3,2,1
164060,3,2,2
164061,5,3,1
164062,1,1,2
164063,0,0,3
164064,2,2,3
164065,1,1,2
164066,5,3,2
164067,3,2,2
164068,6,6,3
164069,2,1,2
164070,1,1,2
164071,1,1,3
164072,7,4,2
164073,4,2,2
164074,3,2,1
164075,4,2,1
164076,0,0,3
164077,3,2,2
164078,2,1,2
164079,2,2,2
164080,0,0,3
164081,9,6,1
164082,0,0,3
164083,1,1,3
164084,3,3,2
164085,1,1,2
164086,5,3,2
164087,3,2,2
164088,1,1,2
164089,3,3,2
164090,0,0,3
164091,1,1,2
164092,0,0,3
164093,3,3,2
164094,5,2,1
164095,0,0,3
164096,5,3,1
164097,3,3,2
164098,0,0,3
164099,4,3,2
164100,2,1,2
164101,7,4,1
164102,7,4,1
164103,3,3,2
164104,4,4,2
164105,1,1,2
164106,1,1,3
164107,1,1,3
164108,1,1,2
164109,4,2,2
164110,2,1,1
164111,4,2,2
164112,4,3,1
164113,6,5,1
164114,9,5,1
164115,2,2,2
164116,1,1,2
164117,2,2,2
164118,8,5,1
164119,4,3,2
164120,3,2,2
164121,0,0,3
164122,5,3,2
164123,3,3,2
164124,5,5,3
164125,2,1,2
164126,0,0,3
164127,1,1,3
164128,5,4,2
164129,2,2,2
164130,5,2,1
164131,10,5,2
164132,1,1,3
164133,2,1,2
164134,1,1,2
164135,3,3,2
164136,2,1,2
164137,4,3,2
164138,1,1,3
164139,2,2,2
164140,3,2,2
164141,1,1,2
164142,0,0,3
164143,2,2,2
164144,5,4,2
164145,7,5,2
164146,3,2,1
164147,0,0,3
164148,3,2,1
164149,3,2,2
164150,2,2,2
164151,7,4,2
164152,0,0,3
164153,1,1,3
164154,3,3,3
164155,6,6,2
164156,3,2,2
164157,1,1,3
164158,4,3,1
164159,1,1,3
164160,2,1,2
164161,4,2,2
164162,1,1,2
164163,3,2,2
164164,2,1,2
164165,2,2,3
164166,5,3,2
164167,2,2,2
164168,3,2,1
164169,3,2,2
164170,5,2,1
164171,0,0,3
164172,0,0,3
164173,2,1,1
164174,5,4,2
164175,5,3,1
164176,2,1,2
164177,4,3,1
164178,1,1,3
164179,1,1,2
164180,1,1,3
164181,5,3,2
164182,2,1,1
164183,2,1,1
164184,3,3,3
164185,1,1,2
164186,4,3,2
164187,2,2,2
164188,4,2,1
164189,1,1,2
164190,3,2,2
164191,2,2,2
164192,0,0,3
164193,11,8,2
164194,2,1,2
164195,1,1,2
164196,1,1,3
164197,3,2,1
164198,3,2,2
164199,6,6,3
164200,8,6,1
164201,5,5,3
164202,8,5,1
164203,2,2,2
164204,5,5,2
164205,3,2,1
164206,3,3,3
164207,4,3,2
164208,4,2,2
164209,3,1,1
164210,1,1,2
164211,0,0,3
164212,6,4,1
164213,7,5,1
164214,1,1,3
164215,4,3,2
164216,1,1,2
164217,1,1,3
164218,2,1,2
164219,0,0,3
164220,1,1,2
164221,9,6,2
164222,6,4,1
164223,7,3,1
164224,0,0,3
164225,3,3,3
164226,4,4,3
164227,7,3,1
164228,5,3,1
164229,8,4,1
164230,1,1,2
164231,0,0,3
164232,2,1,1
164233,1,1,3
164234,1,1,2
164235,5,4,1
164236,7,5,1
164237,3,2,2
164238,2,1,1
164239,6,6,3
164240,11,5,1
164241,2,1,1
164242,1,1,3
164243,3,2,1
164244,0,0,3
164245,4,2,1
164246,8,5,1
164247,4,3,2
164248,2,2,3
164249,1,1,2
164250,7,5,1
164251,3,2,2
164252,1,1,3
164253,0,0,3
164254,3,1,1
164255,2,2,3
164256,2,2,2
164257,4,3,2
164258,1,1,3
164259,0,0,3
164260,0,0,3
164261,10,6,1
164262,5,2,1
164263,6,3,2
164264,2,2,2
164265,0,0,3
164266,2,2,3
164267,2,2,3
164268,0,0,3
164269,6,6,3
164270,2,1,2
164271,1,1,2
164272,1,1,2
164273,3,2,1
164274,0,0,3
164275,4,3,2
164276,5,3,1
164277,3,2,2
164278,3,2,2
164279,4,3,2
164280,0,0,3
164281,1,1,3
164282,2,2,2
164283,2,1,1
164284,0,0,3
164285,7,6,2
164286,1,1,2
164287,3,3,2
164288,4,3,2
164289,1,1,2
164290,3,3,2
164291,1,1,2
164292,0,0,3
164293,0,0,3
164294,2,2,3
164295,3,2,2
164296,0,0,3
164297,4,2,2
164298,3,2,1
164299,3,2,2
164300,2,2,2
164301,2,1,2
164302,0,0,3
164303,2,1,1
164304,2,2,3
164305,4,3,2
164306,0,0,3
164307,1,1,2
164308,1,1,3
164309,2,2,3
164310,5,3,1
164311,3,2,2
164312,1,1,2
164313,2,2,3
164314,8,4,1
164315,3,2,1
164316,1,1,2
164317,5,3,1
164318,7,5,1
164319,5,4,2
164320,3,3,2
164321,4,4,2
164322,2,2,3
164323,0,0,3
164324,5,2,1
164325,2,1,2
164326,6,4,2
164327,3,3,2
164328,0,0,3
164329,1,1,2
164330,4,2,1
164331,1,1,3
164332,1,1,2
164333,2,2,2
164334,0,0,3
164335,4,4,2
164336,2,1,2
164337,6,3,1
164338,9,4,1
164339,5,5,2
164340,4,3,1
164341,4,2,1
164342,9,4,1
164343,1,1,2
164344,2,1,1
164345,3,1,1
164346,3,2,1
164347,6,5,1
164348,3,3,3
164349,10,6,2
164350,0,0,3
164351,1,1,2
164352,5,2,1
164353,3,2,1
164354,5,3,1
164355,3,3,3
164356,10,6,1
164357,4,2,1
164358,1,1,2
164359,3,2,1
164360,1,1,2
164361,0,0,3
164362,2,2,2
164363,1,1,3
164364,5,4,1
164365,1,1,2
164366,3,1,1
164367,3,3,2
164368,3,2,1
164369,4,3,2
164370,0,0,3
164371,2,1,2
164372,3,2,2
164373,0,0,3
164374,2,1,2
164375,4,4,2
164376,3,2,1
164377,0,0,3
164378,3,2,2
164379,3,2,1
164380,0,0,3
164381,2,1,1
164382,4,3,2
164383,5,3,1
164384,0,0,3
164385,2,2,3
164386,7,7,3
164387,5,3,2
164388,12,6,1
164389,3,2,2
164390,0,0,3
164391,1,1,2
164392,4,3,2
164393,1,1,2
164394,6,3,1
164395,5,4,2
164396,0,0,3
164397,4,3,2
164398,5,3,1
164399,5,3,2
164400,5,3,2
164401,2,1,2
164402,2,1,1
164403,4,2,1
164404,2,1,2
164405,2,2,3
164406,1,1,2
164407,1,1,2
164408,6,2,1
164409,13,7,1
164410,0,0,3
164411,5,4,2
164412,4,3,1
164413,5,5,2
164414,0,0,3
164415,0,0,3
164416,6,3,1
164417,2,1,1
164418,0,0,3
164419,1,1,3
164420,4,4,2
164421,0,0,3
164422,4,2,1
164423,2,2,2
164424,5,4,2
164425,6,5,1
164426,3,2,2
164427,4,3,2
164428,2,1,1
164429,5,4,1
164430,2,2,3
164431,5,4,2
164432,4,3,2
164433,0,0,3
164434,2,1,1
164435,5,3,1
164436,2,1,1
164437,1,1,2
164438,2,2,2
164439,1,1,3
164440,5,4,2
164441,3,2,2
164442,2,2,2
164443,4,3,2
164444,2,2,3
164445,2,2,2
164446,3,3,2
164447,2,2,2
164448,4,2,1
164449,6,4,2
164450,4,2,1
164451,6,3,1
164452,5,5,2
164453,2,2,3
164454,1,1,2
164455,2,2,3
164456,4,2,2
164457,1,1,3
164458,2,1,1
164459,1,1,2
164460,1,1,2
164461,5,3,2
164462,5,5,3
164463,2,1,2
164464,6,4,1
164465,0,0,3
164466,4,4,3
164467,6,5,2
164468,1,1,3
164469,5,4,1
164470,6,5,2
164471,0,0,3
164472,2,2,3
164473,6,6,2
164474,1,1,2
164475,2,1,2
164476,2,1,1
164477,6,5,2
164478,2,1,2
164479,2,2,3
164480,5,2,1
164481,5,4,2
164482,3,1,1
164483,1,1,3
164484,1,1,2
164485,1,1,2
164486,3,1,1
164487,1,1,3
164488,7,4,2
164489,0,0,3
164490,6,3,1
164491,1,1,2
164492,2,1,2
164493,3,2,1
164494,5,2,1
164495,5,2,1
164496,0,0,3
164497,0,0,3
164498,9,8,2
164499,8,4,1
164500,7,4,2
164501,8,7,1
164502,5,2,1
164503,0,0,3
164504,6,3,1
164505,2,1,1
164506,0,0,3
164507,4,3,2
164508,9,6,2
164509,4,2,1
164510,4,3,2
164511,3,2,1
164512,4,3,2
164513,1,1,2
164514,4,4,3
164515,3,2,2
164516,8,5,2
164517,5,4,2
164518,11,9,1
164519,3,2,2
164520,5,4,2
164521,5,4,2
164522,1,1,3
164523,2,1,1
164524,3,2,2
164525,2,1,1
164526,3,2,2
164527,5,3,1
164528,7,3,1
164529,4,3,2
164530,2,1,2
164531,6,6,3
164532,5,2,1
164533,1,1,3
164534,0,0,3
164535,1,1,2
164536,0,0,3
164537,5,4,2
164538,1,1,3
164539,3,2,2
164540,2,2,2
164541,2,1,2
164542,1,1,3
164543,2,2,3
164544,4,2,2
164545,5,4,2
164546,3,3,3
164547,0,0,3
164548,1,1,2
164549,1,1,2
164550,2,2,2
164551,2,2,3
164552,5,4,2
164553,2,2,3
164554,0,0,3
164555,5,3,2
164556,0,0,3
164557,0,0,3
164558,2,1,2
164559,2,1,1
164560,2,2,2
164561,1,1,3
164562,3,3,2
164563,1,1,2
164564,4,4,2
164565,0,0,3
164566,4,3,2
164567,1,1,3
164568,5,2,1
164569,2,2,2
164570,1,1,2
164571,8,5,1
164572,1,1,2
164573,1,1,2
164574,2,1,2
164575,1,1,3
164576,0,0,3
164577,2,2,2
164578,4,3,2
164579,0,0,3
164580,3,2,2
164581,1,1,3
164582,1,1,3
164583,1,1,2
164584,9,5,2
164585,3,2,2
164586,2,2,3
164587,3,2,2
164588,1,1,2
164589,4,2,1
164590,1,1,2
164591,2,2,3
164592,2,1,1
164593,6,4,2
164594,5,3,1
164595,1,1,2
164596,2,2,3
164597,3,3,3
164598,4,2,2
164599,2,2,2
164600,3,3,2
164601,1,1,3
164602,2,2,2
164603,1,1,3
164604,3,2,2
164605,5,3,1
164606,3,3,2
164607,3,2,1
164608,5,3,1
164609,4,4,2
164610,3,2,2
164611,4,3,2
164612,5,5,2
164613,3,2,1
164614,0,0,3
164615,7,3,1
164616,0,0,3
164617,3,3,3
164618,8,6,1
164619,3,1,1
164620,6,4,1
164621,5,3,1
164622,0,0,3
164623,3,2,2
164624,1,1,3
164625,3,2,2
164626,0,0,3
164627,2,1,1
164628,3,2,1
164629,1,1,2
164630,7,6,2
164631,9,4,1
164632,3,3,2
164633,6,4,1
164634,8,5,2
164635,3,2,2
164636,0,0,3
164637,3,2,2
164638,2,2,2
164639,0,0,3
164640,0,0,3
164641,2,2,2
164642,3,2,2
164643,2,2,3
164644,9,5,2
164645,2,2,2
164646,1,1,3
164647,6,4,2
164648,3,3,2
164649,1,1,3
164650,3,2,2
164651,1,1,2
164652,0,0,3
164653,3,2,1
164654,8,5,1
164655,4,2,1
164656,5,2,1
164657,1,1,3
164658,5,5,2
164659,0,0,3
164660,4,3,2
164661,11,9,2
164662,2,2,3
164663,2,1,2
164664,0,0,3
164665,1,1,2
164666,4,2,2
164667,0,0,3
164668,2,2,2
164669,0,0,3
164670,2,2,3
164671,2,2,2
164672,1,1,3
164673,2,2,2
164674,1,1,3
164675,6,3,2
164676,2,2,3
164677,4,3,1
164678,3,2,2
164679,6,5,2
164680,4,3,2
164681,4,3,1
164682,4,2,1
164683,4,4,3
164684,5,3,1
164685,1,1,2
164686,4,3,1
164687,3,1,1
164688,7,7,3
164689,4,2,2
164690,1,1,2
164691,2,1,2
164692,7,5,1
164693,1,1,2
164694,3,2,2
164695,3,2,1
164696,4,3,2
164697,2,2,2
164698,3,2,1
164699,3,2,2
164700,3,1,1
164701,0,0,3
164702,2,2,2
164703,2,1,2
164704,7,7,2
164705,2,2,3
164706,1,1,3
164707,3,3,2
164708,1,1,3
164709,3,3,2
164710,0,0,3
164711,5,4,2
164712,1,1,2
164713,0,0,3
164714,0,0,3
164715,2,2,3
164716,3,2,1
164717,5,4,1
164718,1,1,2
164719,9,4,1
164720,3,3,3
164721,13,8,1
164722,4,3,2
164723,0,0,3
164724,0,0,3
164725,1,1,3
164726,6,5,2
164727,0,0,3
164728,8,8,2
164729,1,1,2
164730,0,0,3
164731,2,2,2
164732,5,4,1
164733,2,2,2
164734,2,2,2
164735,5,4,2
164736,1,1,3
164737,1,1,3
164738,2,2,2
164739,2,2,2
164740,1,1,3
164741,0,0,3
164742,0,0,3
164743,1,1,2
164744,9,7,1
164745,1,1,2
164746,5,4,1
164747,4,2,1
164748,7,4,1
164749,2,1,2
164750,4,3,1
164751,1,1,2
164752,13,7,2
164753,3,2,2
164754,4,4,2
164755,4,4,3
164756,3,3,2
164757,1,1,2
164758,7,4,2
164759,3,2,2
164760,4,4,2
164761,1,1,2
164762,1,1,2
164763,2,2,2
164764,1,1,2
164765,2,2,3
164766,3,2,1
164767,1,1,3
164768,0,0,3
164769,0,0,3
164770,5,4,2
164771,4,2,2
164772,5,3,2
164773,0,0,3
164774,2,1,1
164775,1,1,3
164776,0,0,3
164777,7,4,1
164778,3,3,3
164779,0,0,3
164780,1,1,2
164781,9,5,1
164782,4,3,1
164783,8,7,2
164784,3,3,2
164785,6,3,1
164786,0,0,3
164787,3,1,1
164788,2,2,2
164789,3,2,2
164790,1,1,3
164791,2,1,2
164792,4,3,1
164793,5,4,2
164794,3,3,2
164795,9,6,1
164796,3,1,1
164797,3,3,3
164798,3,1,1
164799,0,0,3
164800,3,2,1
164801,5,2,1
164802,0,0,3
164803,2,1,2
164804,2,2,2
164805,5,5,2
164806,4,3,2
164807,8,5,1
164808,3,3,2
164809,2,1,1
164810,3,2,2
164811,3,2,2
164812,10,6,2
164813,2,1,2
164814,2,1,1
164815,3,2,2
164816,1,1,2
164817,5,3,1
164818,1,1,2
164819,1,1,3
164820,3,2,1
164821,2,2,2
164822,2,1,2
164823,4,2,1
164824,5,4,2
164825,4,4,3
164826,5,4,2
164827,5,2,1
164828,4,3,2
164829,2,2,2
164830,3,2,2
164831,1,1,2
164832,1,1,2
164833,3,2,2
164834,0,0,3
164835,2,1,1
164836,1,1,3
164837,5,2,1
164838,1,1,3
164839,4,3,2
164840,0,0,3
164841,0,0,3
164842,0,0,3
164843,1,1,2
164844,7,6,2
164845,0,0,3
164846,1,1,2
164847,2,2,2
164848,2,1,1
164849,3,2,2
164850,7,5,2
164851,1,1,2
164852,1,1,2
164853,5,3,2
164854,0,0,3
164855,2,1,2
164856,4,3,1
164857,0,0,3
164858,1,1,3
164859,4,2,1
164860,5,5,2
164861,1,1,2
164862,7,4,1
164863,1,1,2
164864,0,0,3
164865,0,0,3
164866,1,1,3
164867,2,1,2
164868,3,1,1
164869,3,2,2
164870,3,2,2
164871,1,1,2
164872,3,2,2
164873,10,5,1
164874,0,0,3
164875,5,2,1
164876,0,0,3
164877,2,2,2
164878,3,3,2
164879,1,1,3
164880,1,1,2
164881,0,0,3
164882,4,2,1
164883,1,1,2
164884,3,3,2
164885,5,3,1
164886,3,3,3
164887,3,3,2
164888,1,1,3
164889,4,3,2
164890,1,1,3
164891,4,2,1
164892,9,6,2
164893,4,2,1
164894,5,3,1
164895,2,2,3
164896,2,1,2
164897,8,6,2
164898,3,2,2
164899,2,1,1
164900,0,0,3
164901,10,8,2
164902,3,2,2
164903,0,0,3
164904,7,6,1
164905,3,3,2
164906,4,3,2
164907,1,1,2
164908,5,5,3
164909,2,1,1
164910,7,4,1
164911,2,2,2
164912,2,1,2
164913,9,4,1
164914,2,1,1
164915,6,3,1
164916,3,2,1
164917,3,2,2
164918,3,2,2
164919,5,4,1
164920,2,1,1
164921,1,1,3
164922,3,2,2
164923,8,3,1
164924,6,5,2
164925,3,2,1
164926,0,0,3
164927,1,1,2
164928,6,5,2
164929,4,2,1
164930,1,1,3
164931,2,2,2
164932,0,0,3
164933,1,1,2
164934,2,2,3
164935,3,2,1
164936,8,5,1
164937,3,2,2
164938,2,2,3
164939,1,1,2
164940,2,2,2
164941,5,2,1
164942,0,0,3
164943,3,1,1
164944,0,0,3
164945,7,4,1
164946,5,5,2
164947,6,5,2
164948,3,3,3
164949,1,1,2
164950,2,1,2
164951,0,0,3
164952,2,1,2
164953,4,4,2
164954,3,2,1
164955,1,1,2
164956,1,1,2
164957,10,8,1
164958,1,1,2
164959,2,1,1
164960,8,4,2
164961,5,3,2
164962,2,1,1
164963,2,2,3
164964,0,0,3
164965,4,2,2
164966,7,5,2
164967,4,2,1
164968,5,5,2
164969,5,3,2
164970,1,1,3
164971,3,3,3
164972,1,1,2
164973,2,2,3
164974,2,2,2
164975,3,2,2
164976,2,1,2
164977,2,2,2
164978,0,0,3
164979,1,1,2
164980,6,5,1
164981,2,1,2
164982,2,1,2
164983,3,1,1
164984,3,2,1
164985,4,3,2
164986,2,2,2
164987,1,1,2
164988,0,0,3
164989,3,3,3
164990,4,3,1
164991,4,4,2
164992,0,0,3
164993,1,1,2
164994,1,1,3
164995,2,1,2
164996,4,2,2
164997,8,7,2
164998,5,2,1
164999,5,3,1
165000,5,4,1
165001,3,2,2
165002,5,3,1
165003,1,1,2
165004,6,6,2
165005,2,2,2
165006,7,5,1
165007,0,0,3
165008,0,0,3
165009,0,0,3
165010,1,1,3
165011,6,3,1
165012,4,2,1
165013,5,4,2
165014,2,1,2
165015,12,9,1
165016,1,1,3
165017,0,0,3
165018,5,4,2
165019,7,3,1
165020,2,2,2
165021,2,1,2
165022,1,1,2
165023,7,4,1
165024,4,2,2
165025,3,2,1
165026,4,3,2
165027,0,0,3
165028,3,2,2
165029,1,1,3
165030,2,2,2
165031,2,2,2
165032,5,3,1
165033,4,2,1
165034,2,1,1
165035,3,2,2
165036,4,3,1
165037,6,5,2
165038,1,1,3
165039,7,5,1
165040,2,1,2
165041,5,5,2
165042,1,1,3
165043,3,2,2
165044,3,2,1
165045,1,1,2
165046,2,1,2
165047,4,2,1
165048,1,1,2
165049,0,0,3
165050,2,2,2
165051,0,0,3
165052,5,2,1
165053,1,1,2
165054,4,3,1
165055,2,2,2
165056,4,2,2
165057,2,2,2
165058,3,3,2
165059,9,4,1
165060,0,0,3
165061,1,1,2
165062,3,2,2
165063,1,1,3
165064,0,0,3
165065,1,1,2
165066,1,1,2
165067,1,1,3
165068,6,5,2
165069,2,2,2
165070,4,4,2
165071,2,1,2
165072,3,3,2
165073,1,1,2
165074,0,0,3
165075,2,1,2
165076,1,1,2
165077,3,2,2
165078,4,2,2
165079,2,2,3
165080,1,1,2
165081,1,1,2
165082,8,4,2
165083,4,4,2
165084,5,4,2
165085,8,4,1
165086,4,4,2
165087,3,2,2
165088,4,2,2
165089,6,3,2
165090,3,2,2
165091,6,3,2
165092,2,2,3
165093,4,3,2
165094,0,0,3
165095,1,1,2
165096,4,3,2
165097,2,1,1
165098,0,0,3
165099,1,1,3
165100,8,4,1
165101,0,0,3
165102,4,2,2
165103,2,1,2
165104,1,1,2
165105,1,1,2
165106,0,0,3
165107,3,3,2
165108,2,1,2
165109,2,2,2
165110,2,2,2
165111,0,0,3
165112,1,1,2
165113,2,1,2
165114,7,5,2
165115,1,1,2
165116,1,1,2
165117,4,4,2
165118,0,0,3
165119,0,0,3
165120,1,1,2
165121,1,1,2
165122,5,5,2
165123,1,1,2
165124,5,3,2
165125,5,3,1
165126,11,8,1
165127,0,0,3
165128,5,2,1
165129,3,2,1
165130,2,1,2
165131,3,2,2
165132,0,0,3
165133,3,1,1
165134,5,3,1
165135,4,2,1
165136,2,1,2
165137,1,1,3
165138,5,2,1
165139,3,2,2
165140,5,3,1
165141,0,0,3
165142,3,2,2
165143,3,2,2
165144,1,1,2
165145,2,1,2
165146,1,1,2
165147,2,2,2
165148,7,6,1
165149,2,1,1
165150,6,4,2
165151,4,3,2
165152,6,6,3
165153,0,0,3
165154,0,0,3
165155,2,2,2
165156,1,1,2
165157,5,3,2
165158,5,2,1
165159,4,3,1
165160,5,2,1
165161,3,2,1
165162,3,2,2
165163,1,1,2
165164,1,1,2
165165,0,0,3
165166,2,2,2
165167,2,1,1
165168,0,0,3
165169,0,0,3
165170,3,2,2
165171,4,3,2
165172,6,4,2
165173,4,3,2
165174,2,2,2
165175,6,3,2
165176,4,2,1
165177,4,3,2
165178,4,2,2
165179,3,2,2
165180,10,6,1
165181,3,2,1
165182,4,2,1
165183,0,0,3
165184,3,2,1
165185,1,1,3
165186,3,3,3
165187,8,3,1
165188,7,4,2
165189,3,2,2
165190,7,4,2
165191,5,4,1
165192,2,1,2
165193,9,7,2
165194,3,2,1
165195,2,2,2
165196,2,1,2
165197,6,3,1
165198,3,3,2
165199,6,3,1
165200,4,4,2
165201,5,3,1
165202,6,3,1
165203,5,3,1
165204,2,1,2
165205,4,2,1
165206,7,6,2
165207,2,2,2
165208,1,1,3
165209,8,5,1
165210,4,3,1
165211,0,0,3
165212,3,1,1
165213,1,1,2
165214,4,3,2
165215,2,2,3
165216,0,0,3
165217,4,3,2
165218,0,0,3
165219,2,1,2
165220,0,0,3
165221,2,2,2
165222,1,1,2
165223,3,3,2
165224,3,2,1
165225,1,1,3
165226,7,4,2
165227,1,1,3
165228,2,2,2
165229,0,0,3
165230,4,3,1
165231,2,2,3
165232,4,3,1
165233,4,2,1
165234,9,7,1
165235,1,1,2
165236,1,1,2
165237,0,0,3
165238,3,3,2
165239,7,5,1
165240,11,8,1
165241,3,2,2
165242,2,1,1
165243,4,3,2
165244,2,1,2
165245,3,2,1
165246,3,3,2
165247,7,5,1
165248,2,1,1
165249,2,1,2
165250,2,1,1
165251,8,7,2
165252,6,4,1
165253,5,4,2
165254,2,1,1
165255,0,0,3
165256,3,2,2
165257,0,0,3
165258,5,3,2
165259,2,2,2
165260,1,1,3
165261,8,5,1
165262,3,3,3
165263,2,2,2
165264,3,3,2
165265,0,0,3
165266,4,4,2
165267,1,1,2
165268,5,2,1
165269,4,2,2
165270,4,3,2
165271,0,0,3
165272,2,1,1
165273,0,0,3
165274,0,0,3
165275,4,2,1
165276,2,1,2
165277,2,2,3
165278,7,5,1
165279,3,3,2
165280,7,6,2
165281,5,5,3
165282,5,3,2
165283,6,2,1
165284,3,1,1
165285,10,5,1
165286,2,1,1
165287,3,2,1
165288,3,2,2
165289,2,2,2
165290,5,4,1
165291,3,2,2
165292,4,2,1
165293,2,2,2
165294,2,1,1
