index,tails,LargestTailStreak,LargestHeadStreak
170626,2,1,2
170627,6,3,1
170628,1,1,3
170629,3,2,2
170630,3,2,1
170631,1,1,3
170632,6,2,1
170633,0,0,3
170634,3,3,2
170635,5,2,1
170636,1,1,2
170637,7,4,2
170638,4,3,2
170639,1,1,2
170640,4,2,1
170641,1,1,3
170642,4,3,2
170643,3,2,2
170644,5,3,2
170645,3,2,2
170646,2,2,3
170647,4,3,1
170648,0,0,3
170649,10,6,1
170650,0,0,3
170651,2,2,3
170652,2,2,2
170653,7,4,2
170654,3,3,3
170655,4,3,2
170656,3,3,2
170657,1,1,2
170658,3,2,2
170659,9,6,2
170660,0,0,3
170661,0,0,3
170662,4,2,1
170663,1,1,3
170664,0,0,3
170665,4,3,1
170666,1,1,2
170667,4,2,1
170668,2,1,2
170669,1,1,3
170670,2,2,3
170671,3,1,1
170672,2,2,3
170673,2,2,2
170674,2,2,2
170675,1,1,3
170676,3,3,2
170677,1,1,2
170678,0,0,3
170679,5,3,1
170680,9,7,2
170681,1,1,2
170682,1,1,2
170683,2,2,2
170684,0,0,3
170685,4,2,1
170686,5,5,3
170687,1,1,2
170688,2,1,2
170689,7,6,2
170690,4,3,2
170691,3,2,2
170692,3,2,1
170693,5,3,1
170694,2,1,2
170695,1,1,2
170696,7,4,1
170697,1,1,3
170698,1,1,2
170699,7,4,1
170700,0,0,3
170701,2,1,2
170702,3,2,2
170703,2,1,2
170704,2,1,2
170705,3,2,1
170706,1,1,2
170707,2,2,3
170708,5,3,2
170709,2,1,2
170710,4,2,1
170711,4,2,1
170712,4,3,2
170713,6,4,2
170714,1,1,3
170715,2,1,2
170716,0,0,3
170717,3,2,2
170718,3,2,1
170719,5,3,2
170720,0,0,3
170721,2,1,2
170722,2,2,2
170723,3,2,2
170724,4,2,2
170725,0,0,3
170726,6,5,2
170727,1,1,3
170728,3,2,2
170729,5,4,2
170730,11,6,1
170731,2,2,2
170732,5,3,1
170733,4,2,1
170734,4,3,1
170735,5,3,2
170736,9,4,1
170737,2,1,2
170738,1,1,2
170739,0,0,3
170740,2,1,2
170741,4,3,2
170742,2,2,2
170743,7,4,1
170744,2,2,3
170745,6,6,3
170746,1,1,2
170747,3,3,3
170748,0,0,3
170749,4,2,1
170750,2,2,2
170751,2,2,2
170752,3,1,1
170753,1,1,2
170754,2,1,1
170755,4,4,2
170756,3,2,2
170757,9,7,2
170758,4,3,1
170759,3,1,1
170760,2,1,2
170761,3,2,1
170762,3,2,2
170763,3,2,2
170764,2,1,2
170765,0,0,3
170766,3,2,2
170767,1,1,3
170768,6,3,1
170769,2,2,3
170770,3,2,2
170771,0,0,3
170772,2,1,2
170773,2,2,3
170774,1,1,2
170775,5,2,1
170776,2,1,2
170777,3,2,2
170778,3,2,2
170779,8,6,1
170780,7,3,1
170781,4,2,1
170782,2,1,2
170783,0,0,3
170784,5,3,2
170785,2,1,2
170786,1,1,2
170787,2,1,2
170788,3,2,2
170789,4,2,1
170790,0,0,3
170791,0,0,3
170792,10,5,1
170793,5,4,2
170794,3,2,2
170795,0,0,3
170796,2,1,1
170797,3,2,1
170798,0,0,3
170799,0,0,3
170800,3,3,2
170801,0,0,3
170802,3,2,1
170803,2,2,2
170804,3,2,2
170805,1,1,2
170806,5,4,2
170807,3,2,1
170808,1,1,2
170809,5,2,1
170810,5,3,1
170811,11,6,1
170812,0,0,3
170813,2,2,3
170814,1,1,2
170815,2,1,2
170816,2,2,2
170817,2,2,2
170818,0,0,3
170819,1,1,3
170820,4,3,2
170821,4,3,2
170822,4,4,2
170823,7,4,1
170824,2,2,2
170825,7,4,2
170826,3,3,2
170827,5,3,2
170828,10,4,1
170829,1,1,3
170830,2,1,2
170831,2,2,2
170832,5,3,2
170833,7,4,1
170834,3,2,2
170835,0,0,3
170836,6,3,1
170837,1,1,3
170838,3,3,3
170839,1,1,3
170840,2,2,2
170841,3,2,2
170842,1,1,2
170843,4,4,3
170844,8,4,1
170845,1,1,2
170846,2,2,2
170847,1,1,3
170848,1,1,2
170849,0,0,3
170850,2,1,2
170851,1,1,2
170852,3,3,3
170853,1,1,3
170854,1,1,2
170855,1,1,2
170856,2,1,2
170857,0,0,3
170858,3,2,2
170859,4,3,2
170860,3,2,2
170861,1,1,2
170862,8,5,2
170863,2,1,1
170864,3,1,1
170865,5,4,2
170866,4,3,2
170867,0,0,3
170868,5,2,1
170869,1,1,2
170870,4,2,1
170871,2,1,1
170872,1,1,2
170873,4,2,1
170874,3,2,2
170875,5,3,1
170876,2,2,2
170877,1,1,2
170878,5,4,1
170879,4,3,2
170880,1,1,3
170881,8,8,2
170882,3,3,3
170883,0,0,3
170884,3,2,1
170885,2,2,2
170886,1,1,2
170887,2,1,2
170888,2,2,2
170889,8,7,2
170890,2,1,2
170891,4,3,2
170892,3,3,2
170893,1,1,3
170894,4,3,2
170895,1,1,2
170896,2,2,2
170897,2,1,2
170898,1,1,3
170899,3,2,2
170900,4,3,1
170901,0,0,3
170902,3,2,2
170903,3,2,2
170904,5,2,1
170905,0,0,3
170906,6,6,2
170907,4,3,2
170908,1,1,2
170909,6,4,1
170910,1,1,2
170911,3,2,2
170912,6,6,2
170913,3,2,1
170914,3,2,2
170915,1,1,2
170916,3,2,1
170917,2,1,2
170918,4,3,2
170919,1,1,2
170920,4,3,2
170921,5,4,1
170922,2,1,1
170923,2,2,2
170924,3,2,2
170925,4,3,2
170926,8,4,1
170927,3,3,2
170928,5,3,1
170929,2,2,3
170930,3,1,1
170931,0,0,3
170932,8,6,1
170933,4,3,2
170934,8,4,1
170935,4,2,1
170936,3,2,2
170937,1,1,3
170938,1,1,2
170939,7,4,1
170940,2,1,1
170941,0,0,3
170942,1,1,2
170943,0,0,3
170944,1,1,2
170945,3,2,2
170946,0,0,3
170947,4,3,2
170948,1,1,3
170949,5,3,2
170950,4,2,1
170951,3,2,2
170952,3,2,2
170953,4,3,1
170954,4,3,2
170955,2,1,2
170956,4,3,2
170957,2,2,2
170958,1,1,2
170959,1,1,2
170960,5,3,1
170961,2,1,1
170962,1,1,2
170963,3,1,1
170964,1,1,3
170965,0,0,3
170966,1,1,2
170967,0,0,3
170968,1,1,3
170969,2,1,2
170970,1,1,3
170971,9,4,1
170972,1,1,3
170973,3,2,2
170974,4,2,2
170975,4,2,1
170976,7,5,1
170977,1,1,3
170978,1,1,2
170979,1,1,2
170980,0,0,3
170981,5,5,3
170982,4,4,2
170983,0,0,3
170984,0,0,3
170985,3,3,2
170986,2,1,2
170987,5,4,2
170988,0,0,3
170989,7,4,1
170990,0,0,3
170991,4,2,1
170992,3,3,2
170993,1,1,3
170994,3,3,2
170995,0,0,3
170996,4,2,1
170997,2,1,2
170998,1,1,2
170999,1,1,2
171000,5,3,1
171001,1,1,2
171002,4,4,2
171003,2,1,2
171004,7,4,1
171005,3,2,2
171006,3,2,1
171007,0,0,3
171008,3,3,2
171009,2,2,3
171010,1,1,2
171011,2,1,2
171012,2,1,2
171013,2,1,1
171014,1,1,3
171015,5,4,2
171016,4,2,1
171017,0,0,3
171018,6,6,3
171019,3,1,1
171020,0,0,3
171021,6,3,1
171022,5,4,2
171023,1,1,3
171024,2,2,2
171025,7,6,1
171026,2,2,2
171027,3,2,2
171028,1,1,2
171029,0,0,3
171030,2,1,1
171031,3,1,1
171032,2,1,2
171033,1,1,3
171034,3,3,3
171035,0,0,3
171036,8,3,1
171037,2,2,3
171038,2,1,2
171039,5,2,1
171040,2,2,2
171041,1,1,2
171042,5,4,2
171043,2,1,2
171044,5,4,2
171045,1,1,2
171046,10,4,1
171047,3,2,1
171048,8,5,1
171049,2,1,2
171050,6,3,1
171051,7,5,1
171052,1,1,3
171053,3,2,1
171054,2,2,2
171055,0,0,3
171056,4,3,1
171057,5,4,2
171058,2,1,1
171059,2,1,2
171060,0,0,3
171061,1,1,2
171062,5,2,1
171063,2,2,2
171064,4,3,1
171065,1,1,3
171066,6,5,2
171067,2,1,2
171068,0,0,3
171069,3,2,2
171070,3,1,1
171071,5,3,2
171072,11,8,1
171073,0,0,3
171074,2,1,1
171075,7,4,2
171076,1,1,2
171077,2,2,3
171078,2,1,2
171079,2,2,3
171080,7,5,2
171081,2,2,2
171082,4,3,1
171083,3,2,2
171084,0,0,3
171085,5,3,1
171086,1,1,3
171087,1,1,2
171088,0,0,3
171089,7,4,2
171090,4,2,2
171091,3,3,3
171092,7,4,2
171093,1,1,3
171094,0,0,3
171095,1,1,2
171096,4,4,2
171097,0,0,3
171098,6,3,2
171099,8,5,2
171100,2,2,2
171101,3,3,3
171102,3,2,2
171103,0,0,3
171104,5,3,2
171105,2,2,3
171106,1,1,2
171107,6,5,1
171108,0,0,3
171109,1,1,2
171110,8,7,2
171111,1,1,2
171112,5,4,1
171113,1,1,2
171114,3,2,2
171115,2,2,2
171116,5,3,2
171117,2,1,1
171118,1,1,2
171119,4,4,2
171120,3,2,1
171121,5,3,2
171122,0,0,3
171123,3,1,1
171124,3,2,2
171125,2,1,1
171126,3,2,1
171127,4,3,2
171128,3,2,2
171129,5,5,2
171130,2,1,1
171131,2,1,2
171132,5,3,1
171133,5,3,1
171134,7,6,1
171135,2,2,2
171136,2,2,2
171137,2,1,1
171138,3,2,2
171139,3,2,2
171140,5,3,1
171141,1,1,3
171142,2,1,2
171143,2,2,3
171144,4,4,2
171145,3,2,2
171146,3,2,1
171147,5,3,1
171148,3,2,2
171149,2,1,2
171150,6,4,1
171151,0,0,3
171152,2,1,2
171153,3,2,2
171154,3,2,2
171155,5,3,1
171156,6,3,1
171157,4,4,2
171158,1,1,2
171159,4,2,2
171160,3,3,2
171161,3,2,2
171162,1,1,2
171163,5,4,2
171164,2,2,2
171165,2,2,2
171166,1,1,2
171167,6,4,2
171168,0,0,3
171169,3,2,2
171170,2,1,2
171171,1,1,2
171172,2,2,2
171173,6,2,1
171174,2,1,1
171175,1,1,3
171176,5,2,1
171177,0,0,3
171178,3,3,2
171179,4,3,2
171180,3,2,1
171181,2,2,2
171182,0,0,3
171183,1,1,2
171184,1,1,3
171185,1,1,3
171186,3,3,2
171187,3,2,2
171188,1,1,2
171189,2,2,3
171190,3,3,2
171191,1,1,2
171192,1,1,3
171193,5,3,1
171194,2,1,2
171195,2,2,3
171196,3,2,2
171197,2,2,2
171198,1,1,2
171199,4,2,2
171200,1,1,3
171201,4,3,2
171202,1,1,2
171203,6,5,2
171204,7,3,1
171205,5,2,1
171206,3,2,1
171207,2,2,2
171208,3,1,1
171209,3,3,2
171210,3,3,2
171211,7,5,1
171212,3,3,2
171213,2,2,3
171214,4,3,2
171215,2,1,2
171216,2,1,2
171217,2,1,2
171218,3,3,2
171219,2,2,2
171220,3,1,1
171221,3,2,2
171222,4,2,2
171223,8,4,1
171224,2,1,2
171225,4,3,2
171226,0,0,3
171227,3,2,2
171228,0,0,3
171229,2,2,2
171230,1,1,2
171231,2,2,2
171232,0,0,3
171233,1,1,2
171234,4,2,1
171235,1,1,2
171236,1,1,3
171237,2,2,2
171238,0,0,3
171239,3,3,2
171240,5,3,1
171241,2,2,3
171242,2,1,2
171243,0,0,3
171244,0,0,3
171245,4,2,2
171246,5,3,2
171247,0,0,3
171248,1,1,3
171249,1,1,2
171250,4,4,3
171251,1,1,2
171252,2,2,3
171253,5,4,1
171254,6,5,2
171255,0,0,3
171256,1,1,3
171257,1,1,2
171258,2,2,2
171259,1,1,3
171260,4,3,2
171261,4,4,2
171262,4,3,2
171263,7,3,1
171264,2,2,2
171265,1,1,2
171266,4,2,1
171267,5,3,2
171268,4,3,1
171269,4,3,2
171270,3,2,2
171271,2,1,2
171272,11,5,1
171273,4,2,1
171274,6,3,1
171275,3,2,2
171276,1,1,3
171277,0,0,3
171278,1,1,2
171279,3,1,1
171280,1,1,3
171281,0,0,3
171282,3,2,2
171283,7,5,1
171284,4,2,1
171285,4,2,1
171286,7,4,1
171287,4,2,1
171288,1,1,3
171289,3,2,1
171290,1,1,2
171291,0,0,3
171292,3,1,1
171293,1,1,2
171294,3,3,3
171295,1,1,2
171296,3,3,2
171297,4,4,3
171298,3,2,2
171299,0,0,3
171300,8,6,2
171301,1,1,2
171302,0,0,3
171303,1,1,2
171304,4,2,1
171305,3,1,1
171306,5,3,2
171307,5,3,1
171308,3,2,1
171309,0,0,3
171310,1,1,3
171311,0,0,3
171312,6,5,2
171313,3,2,2
171314,3,2,2
171315,1,1,3
171316,6,4,1
171317,4,2,1
171318,0,0,3
171319,2,2,2
171320,5,5,2
171321,2,2,2
171322,3,2,2
171323,2,1,1
171324,2,2,2
171325,2,1,2
171326,2,2,2
171327,1,1,3
171328,4,2,2
171329,3,2,1
171330,0,0,3
171331,1,1,2
171332,3,3,2
171333,7,5,2
171334,1,1,3
171335,2,2,3
171336,0,0,3
171337,2,2,3
171338,2,2,2
171339,5,3,1
171340,7,6,2
171341,2,1,1
171342,4,2,1
171343,3,3,3
171344,0,0,3
171345,2,2,2
171346,2,1,1
171347,3,2,1
171348,2,1,2
171349,1,1,3
171350,0,0,3
171351,2,2,2
171352,6,3,1
171353,5,4,2
171354,2,1,1
171355,1,1,3
171356,7,5,1
171357,2,2,2
171358,0,0,3
171359,4,4,2
171360,5,3,1
171361,1,1,2
171362,1,1,2
171363,3,2,1
171364,3,2,2
171365,0,0,3
171366,4,2,1
171367,2,2,2
171368,7,4,1
171369,1,1,2
171370,2,2,3
171371,4,2,1
171372,3,2,2
171373,3,2,2
171374,0,0,3
171375,4,2,1
171376,1,1,2
171377,1,1,2
171378,5,4,2
171379,7,6,2
171380,3,3,2
171381,2,1,1
171382,1,1,2
171383,0,0,3
171384,1,1,3
171385,2,2,2
171386,2,2,3
171387,6,3,1
171388,0,0,3
171389,3,3,2
171390,2,2,2
171391,0,0,3
171392,1,1,2
171393,6,4,2
171394,0,0,3
171395,1,1,3
171396,3,2,2
171397,11,9,2
171398,3,3,3
171399,5,3,1
171400,1,1,3
171401,3,1,1
171402,1,1,3
171403,1,1,2
171404,2,1,1
171405,10,7,1
171406,3,2,2
171407,3,3,2
171408,6,6,3
171409,1,1,2
171410,2,1,2
171411,2,2,2
171412,0,0,3
171413,4,3,2
171414,0,0,3
171415,1,1,2
171416,3,2,1
171417,0,0,3
171418,1,1,2
171419,1,1,2
171420,3,2,1
171421,2,2,2
171422,2,2,2
171423,1,1,2
171424,2,1,2
171425,3,2,2
171426,1,1,2
171427,0,0,3
171428,0,0,3
171429,2,2,2
171430,1,1,2
171431,2,1,2
171432,4,3,2
171433,3,2,1
171434,0,0,3
171435,2,1,2
171436,5,3,1
171437,3,2,2
171438,0,0,3
171439,0,0,3
171440,0,0,3
171441,1,1,3
171442,1,1,2
171443,7,5,2
171444,2,1,2
171445,0,0,3
171446,1,1,3
171447,4,3,1
171448,5,2,1
171449,2,1,1
171450,1,1,2
171451,3,2,2
171452,3,3,2
171453,1,1,3
171454,4,3,2
171455,7,3,1
171456,7,7,2
171457,1,1,2
171458,0,0,3
171459,7,4,2
171460,5,3,1
171461,2,1,1
171462,1,1,2
171463,9,5,1
171464,5,4,2
171465,4,2,1
171466,4,2,1
171467,3,3,2
171468,1,1,2
171469,0,0,3
171470,1,1,2
171471,2,2,2
171472,3,3,2
171473,3,2,2
171474,1,1,2
171475,5,3,1
171476,2,2,2
171477,7,4,2
171478,1,1,2
171479,4,3,1
171480,2,2,3
171481,0,0,3
171482,3,3,3
171483,2,1,1
171484,4,3,1
171485,2,2,2
171486,0,0,3
171487,2,2,3
171488,2,2,2
171489,1,1,2
171490,5,2,1
171491,0,0,3
171492,0,0,3
171493,1,1,2
171494,10,7,1
171495,1,1,2
171496,4,2,1
171497,1,1,2
171498,2,1,1
171499,3,2,2
171500,1,1,2
171501,3,3,2
171502,3,2,1
171503,3,3,2
171504,2,1,2
171505,2,1,1
171506,0,0,3
171507,5,4,2
171508,3,2,1
171509,1,1,3
171510,2,1,1
171511,1,1,2
171512,2,2,2
171513,1,1,2
171514,1,1,2
171515,8,4,1
171516,2,1,2
171517,0,0,3
171518,5,3,1
171519,1,1,2
171520,5,3,1
171521,2,2,3
171522,5,3,1
171523,5,4,2
171524,1,1,2
171525,3,2,1
171526,5,4,2
171527,3,2,2
171528,11,4,1
171529,3,2,2
171530,1,1,2
171531,5,3,2
171532,4,3,1
171533,4,2,1
171534,1,1,2
171535,5,5,2
171536,3,3,2
171537,8,6,1
171538,1,1,2
171539,8,4,1
171540,5,4,1
171541,7,4,1
171542,1,1,3
171543,2,2,2
171544,2,2,2
171545,1,1,2
171546,6,2,1
171547,3,2,2
171548,1,1,2
171549,2,1,2
171550,2,1,2
171551,5,3,1
171552,4,3,2
171553,1,1,2
171554,0,0,3
171555,2,2,2
171556,1,1,3
171557,7,3,1
171558,2,2,2
171559,5,2,1
171560,2,2,3
171561,6,4,2
171562,3,2,2
171563,1,1,2
171564,4,2,1
171565,4,3,1
171566,6,3,2
171567,4,4,3
171568,4,3,2
171569,2,1,2
171570,4,4,2
171571,2,1,1
171572,6,4,2
171573,3,3,2
171574,5,4,2
171575,2,1,1
171576,1,1,3
171577,6,4,1
171578,3,2,2
171579,0,0,3
171580,0,0,3
171581,0,0,3
171582,3,3,2
171583,3,3,3
171584,6,3,1
171585,3,1,1
171586,1,1,2
171587,1,1,3
171588,3,2,2
171589,6,3,1
171590,5,3,1
171591,1,1,2
171592,0,0,3
171593,0,0,3
171594,2,1,2
171595,3,2,2
171596,3,3,3
171597,2,2,2
171598,3,3,2
171599,3,2,1
171600,2,1,1
171601,3,2,2
171602,3,2,1
171603,3,2,2
171604,2,2,3
171605,3,2,2
171606,6,5,2
171607,3,2,1
171608,1,1,3
171609,0,0,3
171610,0,0,3
171611,2,2,2
171612,5,3,1
171613,2,1,1
171614,6,3,1
171615,4,4,2
171616,2,1,1
171617,9,4,1
171618,3,3,2
171619,3,2,2
171620,6,2,1
171621,3,3,3
171622,5,5,2
171623,1,1,2
171624,3,2,1
171625,3,3,3
171626,6,4,1
171627,6,5,2
171628,5,3,2
171629,5,3,1
171630,1,1,2
171631,0,0,3
171632,2,1,2
171633,3,2,2
171634,5,4,2
171635,6,6,2
171636,3,2,2
171637,1,1,2
171638,5,3,2
171639,2,1,1
171640,3,2,2
171641,2,2,2
171642,1,1,3
171643,2,2,3
171644,3,2,2
171645,0,0,3
171646,4,4,3
171647,1,1,2
171648,3,1,1
171649,2,2,2
171650,1,1,3
171651,2,1,1
171652,3,2,1
171653,4,3,1
171654,9,6,2
171655,1,1,2
171656,1,1,3
171657,8,4,1
171658,0,0,3
171659,3,3,2
171660,4,3,2
171661,3,2,2
171662,4,2,1
171663,1,1,3
171664,4,2,1
171665,3,3,2
171666,3,2,2
171667,0,0,3
171668,1,1,2
171669,4,2,2
171670,7,6,2
171671,6,4,1
171672,1,1,3
171673,6,4,1
171674,2,1,2
171675,4,2,2
171676,0,0,3
171677,2,2,3
171678,5,5,2
171679,0,0,3
171680,3,2,2
171681,4,2,2
171682,1,1,2
171683,2,1,1
171684,5,3,2
171685,4,3,2
171686,0,0,3
171687,0,0,3
171688,0,0,3
171689,2,1,2
171690,2,2,3
171691,5,5,2
171692,5,2,1
171693,4,2,2
171694,2,1,2
171695,2,1,2
171696,5,4,2
171697,10,5,1
171698,6,4,1
171699,1,1,2
171700,4,2,2
171701,1,1,2
171702,6,3,2
171703,6,5,1
171704,3,2,1
171705,2,2,3
171706,1,1,2
171707,2,1,1
171708,2,1,1
171709,4,3,2
171710,0,0,3
171711,3,2,2
171712,2,1,2
171713,2,1,2
171714,3,2,2
171715,6,3,1
171716,0,0,3
171717,0,0,3
171718,0,0,3
171719,3,1,1
171720,2,1,1
171721,2,2,2
171722,0,0,3
171723,4,4,2
171724,2,2,2
171725,5,2,1
171726,1,1,2
171727,3,3,2
171728,2,1,2
171729,2,1,2
171730,1,1,3
171731,1,1,2
171732,1,1,2
171733,5,3,1
171734,4,2,1
171735,10,9,2
171736,3,3,2
171737,3,2,2
171738,3,1,1
171739,4,3,2
171740,0,0,3
171741,1,1,2
171742,7,4,1
171743,3,2,2
171744,0,0,3
171745,3,2,1
171746,4,3,2
171747,2,2,3
171748,3,2,1
171749,1,1,2
171750,3,2,1
171751,2,2,2
171752,1,1,2
171753,4,3,1
171754,2,2,2
171755,3,2,2
171756,4,2,2
171757,2,1,1
171758,7,3,1
171759,1,1,2
171760,0,0,3
171761,5,2,1
171762,2,2,2
171763,4,3,2
171764,4,3,2
171765,1,1,2
171766,6,3,1
171767,3,2,1
171768,0,0,3
171769,4,4,2
171770,1,1,2
171771,1,1,2
171772,1,1,2
171773,3,2,2
171774,2,2,2
171775,1,1,2
171776,2,1,2
171777,3,2,2
171778,5,3,2
171779,9,6,2
171780,3,2,2
171781,0,0,3
171782,0,0,3
171783,5,3,2
171784,3,3,3
171785,1,1,2
171786,1,1,2
171787,4,3,2
171788,3,2,1
171789,6,5,1
171790,1,1,2
171791,3,2,1
171792,0,0,3
171793,3,2,1
171794,4,2,2
171795,6,5,2
171796,1,1,3
171797,6,3,1
171798,2,1,1
171799,1,1,3
171800,1,1,3
171801,3,2,2
171802,1,1,2
171803,5,4,2
171804,0,0,3
171805,0,0,3
171806,6,5,2
171807,3,3,2
171808,2,2,2
171809,3,1,1
171810,1,1,2
171811,3,2,1
171812,6,2,1
171813,5,2,1
171814,5,3,1
171815,3,3,2
171816,0,0,3
171817,5,5,2
171818,6,4,1
171819,2,2,3
171820,5,4,2
171821,4,3,2
171822,0,0,3
171823,6,3,1
171824,2,2,2
171825,3,2,2
171826,5,4,1
171827,5,3,2
171828,2,1,1
171829,5,3,1
171830,2,2,3
171831,1,1,2
171832,3,2,1
171833,4,3,2
171834,0,0,3
171835,1,1,2
171836,5,5,2
171837,2,1,1
171838,2,2,3
171839,0,0,3
171840,11,5,1
171841,4,3,1
171842,0,0,3
171843,1,1,3
171844,0,0,3
171845,3,2,1
171846,2,2,2
171847,5,3,1
171848,1,1,2
171849,2,1,1
171850,3,2,2
171851,3,1,1
171852,9,6,1
171853,2,2,2
171854,5,4,2
171855,0,0,3
171856,2,1,1
171857,1,1,2
171858,2,1,2
171859,4,3,1
171860,2,1,2
171861,3,1,1
171862,2,1,1
171863,2,2,3
171864,5,3,1
171865,1,1,2
171866,3,2,2
171867,5,2,1
171868,4,3,1
171869,3,3,2
171870,3,2,1
171871,4,2,1
171872,5,4,2
171873,1,1,2
171874,0,0,3
171875,3,1,1
171876,0,0,3
171877,2,2,2
171878,3,1,1
171879,9,6,2
171880,4,2,1
171881,2,1,1
171882,5,2,1
171883,4,4,2
171884,1,1,2
171885,0,0,3
171886,3,1,1
171887,0,0,3
171888,3,2,1
171889,0,0,3
171890,2,1,2
171891,5,4,1
171892,3,3,2
171893,2,1,2
171894,4,3,2
171895,9,4,1
171896,2,1,1
171897,4,2,2
171898,6,5,1
171899,0,0,3
171900,5,3,1
171901,7,4,2
171902,3,3,2
171903,2,1,1
171904,1,1,2
171905,0,0,3
171906,5,4,1
171907,4,3,2
171908,5,3,1
171909,4,4,3
171910,3,3,3
171911,5,4,2
171912,7,6,2
171913,1,1,3
171914,0,0,3
171915,4,3,1
171916,0,0,3
171917,7,4,1
171918,3,2,2
171919,2,2,3
171920,8,3,1
171921,1,1,2
171922,2,1,1
171923,0,0,3
171924,1,1,2
171925,1,1,2
171926,2,1,1
171927,5,4,2
171928,3,3,2
171929,2,1,2
171930,3,2,2
171931,5,2,1
171932,5,3,1
171933,5,3,2
171934,9,4,1
171935,2,2,2
171936,3,2,2
171937,0,0,3
171938,2,2,2
171939,4,2,2
171940,2,1,1
171941,6,4,2
171942,7,6,1
171943,2,1,2
171944,4,2,2
171945,2,2,2
171946,4,4,3
171947,1,1,2
171948,6,5,1
171949,0,0,3
171950,0,0,3
171951,0,0,3
171952,4,2,1
171953,4,3,2
171954,3,2,1
171955,3,2,2
171956,1,1,2
171957,1,1,3
171958,0,0,3
171959,1,1,2
171960,1,1,3
171961,2,1,2
171962,2,2,2
171963,0,0,3
171964,8,5,1
171965,2,2,3
171966,0,0,3
171967,1,1,2
171968,6,3,1
171969,4,2,1
171970,3,2,2
171971,0,0,3
171972,4,3,1
171973,0,0,3
171974,3,2,1
171975,2,2,3
171976,2,1,2
171977,4,3,2
171978,1,1,2
171979,2,1,2
171980,7,5,2
171981,3,3,2
171982,1,1,2
171983,4,4,2
171984,6,3,1
171985,7,4,1
171986,0,0,3
171987,6,3,2
171988,6,4,1
171989,5,3,2
171990,5,3,2
171991,4,3,1
171992,4,3,2
171993,0,0,3
171994,6,4,2
171995,2,2,2
171996,3,2,2
171997,6,3,1
171998,2,1,1
171999,1,1,2
172000,0,0,3
172001,1,1,3
172002,4,2,1
172003,2,2,3
172004,2,1,2
172005,4,3,2
172006,2,1,1
172007,4,3,2
172008,0,0,3
172009,5,3,2
172010,1,1,3
172011,6,5,2
172012,6,3,2
172013,3,1,1
172014,3,3,3
172015,3,2,2
172016,1,1,2
172017,8,3,1
172018,1,1,2
172019,1,1,2
172020,1,1,2
172021,6,6,2
172022,3,3,2
172023,1,1,2
172024,2,2,2
172025,1,1,3
172026,1,1,3
172027,6,3,1
172028,0,0,3
172029,1,1,3
172030,4,3,1
172031,2,2,2
172032,5,2,1
172033,4,4,2
172034,1,1,3
172035,7,3,1
172036,1,1,3
172037,3,2,2
172038,2,2,3
172039,2,1,1
172040,2,1,2
172041,4,4,2
172042,2,2,2
172043,3,2,2
172044,2,2,3
172045,2,2,2
172046,3,2,2
172047,6,3,1
172048,6,4,2
172049,6,5,2
172050,1,1,2
172051,2,2,2
172052,3,3,2
172053,2,2,2
172054,1,1,2
172055,0,0,3
172056,3,2,2
172057,2,2,2
172058,4,4,2
172059,0,0,3
172060,3,2,1
172061,1,1,2
172062,4,2,2
172063,2,2,3
172064,9,4,1
172065,6,3,1
172066,2,1,1
172067,0,0,3
172068,4,4,2
172069,3,2,2
172070,3,3,2
172071,5,3,1
172072,1,1,2
172073,3,1,1
172074,2,2,2
172075,6,3,1
172076,3,2,2
172077,1,1,2
172078,2,2,2
172079,3,2,2
172080,4,2,1
172081,3,1,1
172082,3,2,2
172083,1,1,2
172084,5,3,1
172085,1,1,2
172086,4,3,2
172087,4,2,1
172088,1,1,2
172089,1,1,3
172090,6,4,2
172091,8,4,2
172092,5,3,2
172093,3,2,2
172094,11,6,1
172095,4,2,2
172096,2,1,1
172097,5,4,2
172098,0,0,3
172099,9,5,1
172100,4,3,1
172101,4,3,1
172102,6,4,2
172103,3,2,2
172104,1,1,3
172105,3,2,1
172106,1,1,3
172107,1,1,2
172108,2,2,2
172109,4,2,1
172110,0,0,3
172111,3,3,2
172112,5,4,1
172113,5,2,1
172114,6,4,1
172115,3,2,2
172116,2,2,2
172117,2,1,2
172118,4,3,2
172119,2,1,1
172120,1,1,3
172121,2,1,2
172122,7,4,1
172123,2,1,1
172124,4,3,2
172125,6,5,2
172126,0,0,3
172127,2,2,2
172128,2,1,1
172129,5,2,1
172130,1,1,2
172131,4,2,1
172132,3,2,1
172133,1,1,3
172134,2,2,2
172135,3,2,2
172136,6,4,2
172137,0,0,3
172138,0,0,3
172139,3,2,2
172140,4,2,1
172141,2,1,1
172142,1,1,2
172143,0,0,3
172144,1,1,3
172145,5,4,1
172146,6,3,1
172147,0,0,3
172148,5,3,2
172149,5,3,2
172150,3,1,1
172151,3,3,2
172152,2,2,3
172153,3,2,2
172154,1,1,3
172155,1,1,2
172156,3,3,2
172157,4,3,1
172158,3,2,2
172159,0,0,3
172160,1,1,3
172161,1,1,3
172162,3,2,2
172163,5,2,1
172164,6,3,1
172165,0,0,3
172166,4,4,2
172167,2,1,2
172168,3,2,2
172169,4,2,1
172170,2,2,2
172171,5,3,1
172172,4,4,2
172173,4,2,2
172174,1,1,2
172175,1,1,2
172176,4,2,1
172177,5,3,2
